Statistical profiling result from result_sin_console-v8.log, (7248 ticks, 5 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    152   17.3%    2.1%  pthread_cond_signal@@GLIBC_2.3.2
    145   16.5%    2.0%  fwrite@@GLIBC_2.2.5
     52    5.9%    0.7%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
     39    4.4%    0.5%  syscall@@GLIBC_2.2.5
     34    3.9%    0.5%  __read@@GLIBC_2.2.5
     27    3.1%    0.4%  _IO_file_xsputn@@GLIBC_2.2.5
     25    2.9%    0.3%  __libc_malloc@@GLIBC_2.2.5
     18    2.1%    0.2%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
     18    2.1%    0.2%  __open@@GLIBC_2.2.5
     14    1.6%    0.2%  __mprotect@@GLIBC_PRIVATE
      9    1.0%    0.1%  __pthread_mutex_lock@GLIBC_2.2.5
      8    0.9%    0.1%  cfree@GLIBC_2.2.5
      7    0.8%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      6    0.7%    0.1%  writev@@GLIBC_2.2.5
      6    0.7%    0.1%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      5    0.6%    0.1%  __pthread_mutex_unlock@GLIBC_2.2.5
      4    0.5%    0.1%  operator new(unsigned long)@@GLIBCXX_3.4
      3    0.3%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      3    0.3%    0.0%  operator delete(void*)@@GLIBCXX_3.4
      3    0.3%    0.0%  __close_nocancel@@GLIBC_PRIVATE
      2    0.2%    0.0%  std::ostream& std::ostream::_M_insert<unsigned long>(unsigned long)@@GLIBCXX_3.4.9
      2    0.2%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      2    0.2%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const@@GLIBCXX_3.4.18
      2    0.2%    0.0%  operator new[](unsigned long)@@GLIBCXX_3.4
      2    0.2%    0.0%  llseek@GLIBC_2.2.5
      2    0.2%    0.0%  fmod@@GLIBC_2.2.5
      2    0.2%    0.0%  fflush@@GLIBC_2.2.5
      2    0.2%    0.0%  __vsnprintf@@GLIBC_2.2.5
      2    0.2%    0.0%  __errno_location@@GLIBC_2.2.5
      2    0.2%    0.0%  __clock_gettime@@GLIBC_PRIVATE
      2    0.2%    0.0%  _IO_do_write@@GLIBC_2.2.5
      2    0.2%    0.0%  _IO_default_xsputn@@GLIBC_2.2.5
      1    0.1%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      1    0.1%    0.0%  std::ostream::put(char)@@GLIBCXX_3.4
      1    0.1%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      1    0.1%    0.0%  std::ostream::flush()@@GLIBCXX_3.4
      1    0.1%    0.0%  std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*)@@GLIBCXX_3.4.15
      1    0.1%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.1%    0.0%  fstatat@@GLIBC_2.33
      1    0.1%    0.0%  fgets@@GLIBC_2.2.5
      1    0.1%    0.0%  fdopen@@GLIBC_2.2.5
      1    0.1%    0.0%  __sysconf@@GLIBC_2.2.5
      1    0.1%    0.0%  __pthread_rwlock_wrlock@GLIBC_2.2.5
      1    0.1%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      1    0.1%    0.0%  __pthread_getspecific@GLIBC_2.2.5
      1    0.1%    0.0%  __munmap@@GLIBC_PRIVATE
      1    0.1%    0.0%  __lll_lock_wake_private@@GLIBC_PRIVATE
      1    0.1%    0.0%  _IO_file_sync@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_file_seekoff@@GLIBC_2.2.5

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   5367   74.0%  /usr/local/bin/node
   3394   63.2%    /usr/local/bin/node
    771   22.7%      Function: ^compileFunction node:vm:308:25
    710   92.1%        Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    708   99.7%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
    699   98.7%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      9    1.3%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
     55    7.1%        LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     55  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     55  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
    130    3.8%      Function: ^cpus node:os:133:14
    128   98.5%        Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
     65   50.8%          LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     65  100.0%            Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     63   49.2%          Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     61   96.8%            Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      2    3.2%            LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      2    1.5%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
      2  100.0%          Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
    112    3.3%      Function: ^close node:internal/fs/read_file_context:111:8
    112  100.0%        Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27
    103    3.0%      /usr/local/bin/node
      5    4.9%        Function: ^asString /home/rdonaire/Desktop/backend/node_modules/date-format/lib/index.js:29:18
      5  100.0%          Function: ^timestampLevelAndCategory /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:42:35
      5  100.0%            Function: ^colouredLayout /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:71:24
      4    3.9%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      4  100.0%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      3   75.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1   25.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      4    3.9%        Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      4  100.0%          Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      4  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      3    2.9%        LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      3  100.0%          LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      3  100.0%            LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      3    2.9%        Function: ^pipe /home/rdonaire/Desktop/backend/node_modules/send/index.js:506:43
      3  100.0%          Function: ^serveStatic /home/rdonaire/Desktop/backend/node_modules/serve-static/index.js:72:31
      2   66.7%            LazyCompile: *trim_prefix /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:293:23
      1   33.3%            Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      3    2.9%        Function: ^parse /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:413:9
      3  100.0%          /usr/local/bin/node
      3  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:222:19
      3    2.9%        Function: ^header /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:777:29
      2   66.7%          Function: ^contentType /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:619:32
      2  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1   33.3%          Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1  100.0%            Function: ^done /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:1033:27
      2    1.9%        LazyCompile: ~isIPv4 node:internal/net:31:16
      2  100.0%          LazyCompile: ~isIP node:internal/net:39:14
      1   50.0%            LazyCompile: ~lookupAndConnect node:net:1017:26
      1   50.0%            LazyCompile: ~lookup node:dns:97:16
      2    1.9%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/connect.js:78:43
      2  100.0%          LazyCompile: ~prepareHandshakeDocument /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/connect.js:146:34
      2  100.0%            LazyCompile: ~performInitialHandshake /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/connect.js:62:33
      2    1.9%        LazyCompile: *parse /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:413:9
      2  100.0%          /usr/local/bin/node
      2  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:222:19
      2    1.9%        LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%          LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      2  100.0%            Function: ^require node:internal/modules/cjs/helpers:101:31
      2    1.9%        Function: ^set /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:359:23
      2  100.0%          Function: ^enabled /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:438:31
      2  100.0%            Function: ^render /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:548:29
      2    1.9%        Function: ^format /home/rdonaire/Desktop/backend/node_modules/content-type/index.js:65:17
      2  100.0%          Function: ^setCharset /home/rdonaire/Desktop/backend/node_modules/express/lib/utils.js:248:41
      1   50.0%            LazyCompile: ~send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1   50.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      2    1.9%        Function: ^finish /home/rdonaire/Desktop/backend/node_modules/glob/common.js:122:17
      2  100.0%          Function: ^Glob._finish /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:185:35
      1   50.0%            LazyCompile: *Glob._processGlobStar2 /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:631:45
      1   50.0%            Function: ^done /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:171:17
      2    1.9%        Function: ^expressInit /home/rdonaire/Desktop/backend/node_modules/express/lib/middleware/init.js:29:30
      2  100.0%          Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            Function: ^trim_prefix /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:293:23
      2    1.9%        Function: ^checkInvalidHeaderChar node:_http_common:232:32
      2  100.0%          Function: ^<anonymous> node:_http_outgoing:564:45
      2  100.0%            Function: ^setHeader node:_http_outgoing:574:57
      2    1.9%        Function: ^Module node:internal/modules/cjs/loader:172:16
      2  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      2    1.9%        Function: ^FastBuffer node:internal/buffer:958:14
      2  100.0%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      1   50.0%            Function: ^createPool node:buffer:151:20
      1   50.0%            Function: ^allocate node:buffer:398:18
      2    1.9%        Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:222:19
      2  100.0%          /usr/local/bin/node
      2  100.0%            Function: ^make /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:188:8
     74    2.2%      Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     60   81.1%        Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      9   15.0%          Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      9  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      8   13.3%          Function: ~<anonymous> node:crypto:1:1
      8  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      6   10.0%          Function: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      6  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5    8.3%          Function: ~<anonymous> node:http:1:1
      5  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    6.7%          Function: ~<anonymous> node:internal/process/esm_loader:1:1
      4  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          Function: ~<anonymous> node:tls:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.0%          Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      2  100.0%            LazyCompile: ~get node:crypto:287:8
      2    3.3%          Function: ~<anonymous> node:child_process:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.3%          Function: ~<anonymous> node:assert:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          LazyCompile: ~lazyLoadStreams node:fs:2858:25
      1  100.0%            LazyCompile: ~get ReadStream node:fs:3001:17
      1    1.7%          LazyCompile: ~get node:dns:334:8
      1  100.0%            /usr/local/bin/node
      1    1.7%          Function: ~<anonymous> node:tty:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/modules/esm/resolve:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/modules/esm/get_format:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/modules/cjs/loader:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/cluster/primary:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:internal/child_process:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:dgram:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:cluster:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_tls_wrap:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_tls_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_http_server:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.7%          Function: ~<anonymous> node:_http_client:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     12   16.2%        Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
     12  100.0%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
     12  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2    2.7%        LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1   50.0%          LazyCompile: ~loadNativeModule node:internal/modules/cjs/helpers:44:26
      1  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1   50.0%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     68    2.0%      Function: ^handleWriteReq node:internal/stream_base_commons:45:24
     68  100.0%        Function: ^writeGeneric node:internal/stream_base_commons:147:22
     68  100.0%          Function: ^Socket._writeGeneric node:net:791:42
     68  100.0%            Function: ^Socket._write node:net:828:35
     52    1.5%      Function: ^readFile node:fs:373:18
     52  100.0%        Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
     52  100.0%          Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
     52  100.0%            Function: ^<anonymous> node:internal/util:346:24
     50    1.5%      Function: ^readdir node:fs:1368:17
     26   52.0%        Function: ^Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
     22   84.6%          Function: ^Glob._readdirInGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:492:46
     22  100.0%            Function: ^Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
      4   15.4%          Function: ^Glob._processGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:623:44
      4  100.0%            Function: ^Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
     24   48.0%        LazyCompile: *Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
     22   91.7%          Function: ^Glob._readdirInGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:492:46
     22  100.0%            LazyCompile: *Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
      2    8.3%          LazyCompile: *Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      2  100.0%            Function: ^Glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:117:15
     44    1.3%      Function: ^writevGeneric node:internal/stream_base_commons:122:23
     44  100.0%        Function: ^Socket._writeGeneric node:net:791:42
     44  100.0%          Function: ^Socket._writev node:net:823:36
     43   97.7%            Function: ^doWrite node:internal/streams/writable:398:17
      1    2.3%            LazyCompile: ~doWrite node:internal/streams/writable:398:17
     41    1.2%      Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
     35   85.4%        LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     35  100.0%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     35  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
      6   14.6%        Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      6  100.0%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      6  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
     38    1.1%      LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     26   68.4%        LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
     26  100.0%          LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
     26  100.0%            LazyCompile: *fulfilled /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:21:27
     12   31.6%        Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     12  100.0%          Function: ^ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
     12  100.0%            Function: ^ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
     36    1.1%      LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     32   88.9%        LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     31   96.9%          LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     28   90.3%            LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
      3    9.7%            Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      1    3.1%          Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      1  100.0%            /usr/local/bin/node
      4   11.1%        Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      4  100.0%          /usr/local/bin/node
      4  100.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     35    1.0%      LazyCompile: *wrap /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:101:22
      9   25.7%        LazyCompile: *invokeAmbiguous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      9  100.0%          LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      8   88.9%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1   11.1%            Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      8   22.9%        LazyCompile: *generateList /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:143:38
      5   62.5%          Function: ^objectLiteral /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      5  100.0%            Function: ^objectLiteral /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      3   37.5%          LazyCompile: *setupHelperArgs /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      3  100.0%            LazyCompile: *invokeAmbiguous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      4   11.4%        LazyCompile: *castChunk /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:52:19
      3   75.0%          Function: ^generateList /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:143:38
      3  100.0%            Function: ^objectLiteral /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      1   25.0%          LazyCompile: *wrap /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:101:22
      1  100.0%            LazyCompile: *push /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:868:22
      3    8.6%        Function: ^appendToBuffer /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:42:42
      2   66.7%          Function: ^appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      2  100.0%            Function: ^compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1   33.3%          Function: ^pushSource /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%            Function: ^appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      2    5.7%        LazyCompile: *resolvePath /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:492:36
      2  100.0%          Function: ^lookupOnContext /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      2  100.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2    5.7%        LazyCompile: *replaceStack /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      1   50.0%          Function: ^resolvePath /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:492:36
      1  100.0%            Function: ^lookupOnContext /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1   50.0%          Function: ^append /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1  100.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2    5.7%        LazyCompile: *push /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:868:22
      1   50.0%          Function: ^replaceStack /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      1  100.0%            Function: ^resolvePath /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:492:36
      1   50.0%          Function: ^invokeAmbiguous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2    5.7%        LazyCompile: *lookupOnContext /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      2  100.0%          LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      2    5.7%        LazyCompile: *appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      2  100.0%          LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
