Statistical profiling result from result_sin_console-v8.log, (7248 ticks, 5 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    2.9%        Function: ^functionCall /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:113:38
      1  100.0%          Function: ^invokeAmbiguous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            Function: ^compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     35    1.0%      Function: ^readFileAfterOpen node:fs:310:27
     34    1.0%      Function: ^read node:internal/fs/read_file_context:85:7
     34  100.0%        Function: ^readFileAfterStat node:fs:326:27
    183    3.4%    LazyCompile: *compileFunction node:vm:308:25
    183  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
    183  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
    110   60.1%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     79   71.8%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     31   28.2%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     73   39.9%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     73  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    274    3.8%  __write@@GLIBC_2.2.5
    226   82.5%    /usr/local/bin/node
      5    2.2%      /usr/local/bin/node
      2   40.0%        Function: ^next /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      2  100.0%          LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      2  100.0%            LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      1   20.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ko/address/index.js:1:355
      1  100.0%          LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ko/index.js:1:355
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ko/index.js:1:1
      1   20.0%        LazyCompile: ~asString /home/rdonaire/Desktop/backend/node_modules/date-format/lib/index.js:29:18
      1  100.0%          LazyCompile: ~timestampLevelAndCategory /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:42:35
      1  100.0%            LazyCompile: ~colouredLayout /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:71:24
      1   20.0%        Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
      3    1.3%      LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      2   66.7%        Function: ^step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2  100.0%          Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1   50.0%            LazyCompile: ~fulfilled /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      1   50.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:20:46
      1   33.3%        LazyCompile: ~step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1  100.0%            LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:20:46
     32   11.7%    LazyCompile: *compileFunction node:vm:308:25
     32  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     32  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     17   53.1%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     11   64.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      6   35.3%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     15   46.9%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     15  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    245    3.4%  /usr/lib/x86_64-linux-gnu/libc.so.6
    127   51.8%    /usr/local/bin/node
     25   19.7%      /usr/local/bin/node
      7   28.0%        Function: ^FastBuffer node:internal/buffer:958:14
      6   85.7%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      4   66.7%            Function: ^allocUnsafeSlow node:buffer:383:50
      1   16.7%            LazyCompile: ~allocUnsafeSlow node:buffer:383:50
      1   16.7%            Function: ^createPool node:buffer:151:20
      1   14.3%          Function: ^alloc node:buffer:360:30
      1  100.0%            LazyCompile: ~toBin /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/cmap/commands.js:496:10
      7   28.0%        /usr/local/bin/node
      5   71.4%          Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      5  100.0%            Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      2   28.6%          /usr/local/bin/node
      2  100.0%            Function: ^Glob._processReaddir2 /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:375:44
      1    4.0%        LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    4.0%        LazyCompile: ~getStack /home/rdonaire/Desktop/backend/node_modules/depd/index.js:381:19
      1  100.0%          LazyCompile: ~depd /home/rdonaire/Desktop/backend/node_modules/depd/index.js:103:15
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/body-parser/index.js:1:1
      1    4.0%        LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%          LazyCompile: ~Module.require node:internal/modules/cjs/loader:997:36
      1  100.0%            LazyCompile: ~require node:internal/modules/cjs/helpers:101:31
      1    4.0%        LazyCompile: *setupHelperArgs /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      1  100.0%          LazyCompile: *invokeAmbiguous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1    4.0%        LazyCompile: *readFile node:fs:373:18
      1  100.0%          Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
      1  100.0%            Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
      1    4.0%        LazyCompile: *parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1  100.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1    4.0%        LazyCompile: *appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      1  100.0%          LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%            Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1    4.0%        LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
      1  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1    4.0%        Function: ^compileFunction node:vm:308:25
      1  100.0%          Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1    4.0%        Function: ^asString /home/rdonaire/Desktop/backend/node_modules/date-format/lib/index.js:29:18
      1  100.0%          Function: ^timestampLevelAndCategory /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:42:35
      1  100.0%            Function: ^colouredLayout /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:71:24
      1    4.0%        Function: ^ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      1  100.0%          Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      5    3.9%      LazyCompile: *realpathSync node:fs:2425:22
      3   60.0%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      2   66.7%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   50.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1   50.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1   33.3%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2   40.0%        Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      2  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      4    3.1%      LazyCompile: *readPackage node:internal/modules/cjs/loader:290:21
      3   75.0%        LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      2   66.7%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1   33.3%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1   25.0%        LazyCompile: *readPackageScope node:internal/modules/cjs/loader:321:26
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      4    3.1%      LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   50.0%        LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      2  100.0%          LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2  100.0%            LazyCompile: *fulfilled /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      2   50.0%        Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2  100.0%          Function: ^ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      2  100.0%            Function: ^ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      2    1.6%      LazyCompile: ~alphasort /home/rdonaire/Desktop/backend/node_modules/glob/common.js:19:20
      2  100.0%        /usr/local/bin/node
      2  100.0%          LazyCompile: ~finish /home/rdonaire/Desktop/backend/node_modules/glob/common.js:122:17
      2  100.0%            LazyCompile: ~Glob._finish /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:185:35
      2    1.6%      LazyCompile: *resolve node:path:1091:10
      1   50.0%        LazyCompile: *Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      1  100.0%          Function: ^Glob._processGlobStar2 /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:631:45
      1  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:625:43
      1   50.0%        Function: ^makeAbs /home/rdonaire/Desktop/backend/node_modules/glob/common.js:203:18
      1  100.0%          Function: ^Glob._makeAbs /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:255:36
      1  100.0%            Function: ^Glob._emitMatch /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:454:38
      2    1.6%      Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pt_PT/color/human.js:1:1
      2  100.0%        LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      2  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      2  100.0%            LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
      2    1.6%      Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      2  100.0%        Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      2  100.0%          Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      2  100.0%            Function: ^done /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:1033:27
      2    1.6%      Function: ^ambiguousSexpr /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:248:42
      2  100.0%        Function: ^SubExpression /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      2  100.0%          Function: ^MustacheStatement /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      2  100.0%            Function: ^accept /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
     28   11.4%    LazyCompile: *compileFunction node:vm:308:25
     28  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     28  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     14   50.0%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     12   85.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      2   14.3%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     14   50.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     14  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     12    4.9%    LazyCompile: *cpus node:os:133:14
     12  100.0%      Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
     12  100.0%        LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     12  100.0%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     12  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
      3    1.2%    LazyCompile: *readFileAfterStat node:fs:326:27
      3    1.2%    LazyCompile: *readFileAfterRead node:internal/fs/read_file_context:25:27

    169    2.3%  pthread_cond_signal@@GLIBC_2.3.2
     55   32.5%    LazyCompile: *readFile node:fs:373:18
     55  100.0%      Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
     55  100.0%        Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
     54   98.2%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
     54  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1    1.8%          LazyCompile: *<anonymous> node:internal/util:346:24
      1  100.0%            /usr/local/bin/node
     40   23.7%    LazyCompile: *readFileAfterStat node:fs:326:27
     32   18.9%    LazyCompile: *readFileAfterOpen node:fs:310:27
     13    7.7%    LazyCompile: *readFileAfterRead node:internal/fs/read_file_context:25:27
      9    5.3%    LazyCompile: *read node:internal/fs/read_file_context:85:7
      9  100.0%      Function: ^readFileAfterStat node:fs:326:27
      3    1.8%    LazyCompile: *close node:internal/fs/read_file_context:111:8
      3  100.0%      Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27

    145    2.0%  fwrite@@GLIBC_2.2.5
     74   51.0%    /usr/local/bin/node
      5    6.8%      /usr/local/bin/node
      2   40.0%        LazyCompile: ~getStack /home/rdonaire/Desktop/backend/node_modules/depd/index.js:381:19
      2  100.0%          LazyCompile: ~depd /home/rdonaire/Desktop/backend/node_modules/depd/index.js:103:15
      2  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/body-parser/index.js:1:1
      1   20.0%        LazyCompile: ~hash /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:596:14
      1  100.0%          LazyCompile: ~generate /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:363:22
      1  100.0%            LazyCompile: ~session /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:179:26
      1   20.0%        LazyCompile: ~checkServerIdentity node:tls:274:59
      1  100.0%          LazyCompile: ~onConnectSecure node:_tls_wrap:1518:25
      1  100.0%            Function: ^emit node:events:475:44
      1   20.0%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/console.js:5:10
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/log4js.js:42:29
      1  100.0%            /usr/local/bin/node
      3    4.1%      LazyCompile: ~realpathSync node:fs:2425:22
      3  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      3  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      3  100.0%            LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      2    2.7%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      2  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:70:31
      2    2.7%      LazyCompile: ~prepare /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:327:12
      2  100.0%        LazyCompile: ~handleRequest /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:343:18
      2  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:479:30
      2  100.0%            LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/socket.io/dist/index.js:262:27
      2    2.7%      LazyCompile: ~createWritableStdioStream node:internal/bootstrap/switches/is_main_thread:41:35
      2  100.0%        LazyCompile: ~getStderr node:internal/bootstrap/switches/is_main_thread:137:19
      2  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/finalhandler/node_modules/debug/src/node.js:1:1
      2  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1059:37
      2    2.7%      LazyCompile: ~createAppender /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/index.js:62:24
      2  100.0%        LazyCompile: ~getAppender /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/index.js:48:21
      2  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/index.js:112:41
      2  100.0%            /usr/local/bin/node
      2    2.7%      Function: ~<anonymous> node:internal/modules/cjs/helpers:1:1
      2  100.0%        LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%          LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      2  100.0%            Function: ~<anonymous> node:internal/source_map/source_map_cache:1:1
      1    1.4%      LazyCompile: ~t /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/cz/address/street_name.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/cz/address/street_name.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~syncExports node:internal/bootstrap/loaders:287:14
      1  100.0%        LazyCompile: ~<anonymous> node:internal/bootstrap/loaders:273:15
      1  100.0%          /usr/local/bin/node
      1  100.0%            LazyCompile: ~getESMFacade node:internal/bootstrap/loaders:264:15
      1    1.4%      LazyCompile: ~processWaitQueue /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:589:26
      1  100.0%        LazyCompile: ~selectServer /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:279:17
      1  100.0%          LazyCompile: ~executeWithServerSelection /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/operations/execute_operation.js:69:36
      1  100.0%            LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/operations/execute_operation.js:16:48
      1    1.4%      LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:89:28
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.4%      LazyCompile: ~parse /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/commands.js:578:10
      1  100.0%        LazyCompile: ~onMessage /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/connection.js:159:14
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cmap/connection.js:63:44
      1  100.0%            Function: ^emit node:events:475:44
      1    1.4%      LazyCompile: ~p /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/modules/database/index.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/modules/database/index.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cursor/abstract_cursor.js:492:14
      1  100.0%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cursor/abstract_cursor.js:503:23
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/cursor/abstract_cursor.js:469:60
      1  100.0%            LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/utils.js:410:13
      1    1.4%      LazyCompile: ~n /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ge/internet/domain_suffix.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ge/internet/domain_suffix.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~make /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:188:8
      1  100.0%        LazyCompile: ~Minimatch /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:163:15
      1  100.0%          LazyCompile: ~setopts /home/rdonaire/Desktop/backend/node_modules/glob/common.js:48:18
      1  100.0%            LazyCompile: ~Glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:117:15
      1    1.4%      LazyCompile: ~l /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/el/finance/index.js:1:520
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/el/finance/index.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~k /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/id_ID/name/male_first_name.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/id_ID/name/male_first_name.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~handleRequest /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:343:18
      1  100.0%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:479:30
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/socket.io/dist/index.js:262:27
      1  100.0%            Function: ^emit node:events:475:44
      1    1.4%      LazyCompile: ~h /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/en/company/bs_noun.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/en/company/bs_noun.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ur/vehicle/model.js:1:311
      1  100.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ur/vehicle/index.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ur/vehicle/index.js:1:1
      1  100.0%            LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1    1.4%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/uk/name/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/uk/name/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/sk/company/bs_verb.js:1:311
      1  100.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/sk/company/index.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/sk/company/index.js:1:1
      1  100.0%            LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1    1.4%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pt_BR/address/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pt_BR/address/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.4%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pl/name/female_first_name.js:1:311
      1  100.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pl/name/first_name.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pl/name/first_name.js:1:1
