Statistical profiling result from result_con_console-v8.log, (8335 ticks, 16 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.1%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      1    0.0%    0.1%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const@@GLIBCXX_3.4.18
      1    0.0%    0.1%  std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*)@@GLIBCXX_3.4.15
      1    0.0%    0.1%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      1    0.0%    0.1%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.0%    0.1%  operator delete(void*)@@GLIBCXX_3.4
      1    0.0%    0.1%  __vsnprintf@@GLIBC_2.2.5
      1    0.0%    0.1%  __pthread_getspecific@GLIBC_2.2.5
      1    0.0%    0.1%  __munmap@@GLIBC_PRIVATE
      1    0.0%    0.1%  __fmod_finite@GLIBC_2.15
      1    0.0%    0.1%  _IO_getline_info@@GLIBC_2.2.5
      1    0.0%    0.1%  _IO_file_seekoff@@GLIBC_2.2.5
      1    0.0%    0.1%  _IO_do_write@@GLIBC_2.2.5
      1    0.0%    0.1%  _IO_default_xsputn@@GLIBC_2.2.5

 [Summary]:
   ticks  total  nonlib   name
    548    6.6%   28.4%  JavaScript
   1366   16.4%   70.8%  C++
    231    2.8%   12.0%  GC
   6405   76.8%          Shared libraries
     16    0.2%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    340   29.3%    4.1%  pthread_cond_signal@@GLIBC_2.3.2
    271   23.4%    3.3%  __write@@GLIBC_2.2.5
    160   13.8%    1.9%  fwrite@@GLIBC_2.2.5
     65    5.6%    0.8%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
     52    4.5%    0.6%  __read@@GLIBC_2.2.5
     39    3.4%    0.5%  syscall@@GLIBC_2.2.5
     38    3.3%    0.5%  _IO_file_xsputn@@GLIBC_2.2.5
     23    2.0%    0.3%  __open@@GLIBC_2.2.5
     22    1.9%    0.3%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
     21    1.8%    0.3%  __libc_malloc@@GLIBC_2.2.5
     17    1.5%    0.2%  __mprotect@@GLIBC_PRIVATE
     10    0.9%    0.1%  __pthread_mutex_unlock@GLIBC_2.2.5
      7    0.6%    0.1%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      7    0.6%    0.1%  cfree@GLIBC_2.2.5
      6    0.5%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      6    0.5%    0.1%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      6    0.5%    0.1%  operator new(unsigned long)@@GLIBCXX_3.4
      5    0.4%    0.1%  writev@@GLIBC_2.2.5
      5    0.4%    0.1%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      4    0.3%    0.0%  fputc@@GLIBC_2.2.5
      4    0.3%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      4    0.3%    0.0%  __pthread_mutex_lock@GLIBC_2.2.5
      3    0.3%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      3    0.3%    0.0%  operator delete[](void*)@@GLIBCXX_3.4
      3    0.3%    0.0%  fstatat@@GLIBC_2.33
      2    0.2%    0.0%  std::ostream& std::ostream::_M_insert<unsigned long>(unsigned long)@@GLIBCXX_3.4.9
      2    0.2%    0.0%  operator new[](unsigned long)@@GLIBCXX_3.4
      2    0.2%    0.0%  fmod@@GLIBC_2.2.5
      2    0.2%    0.0%  fgets@@GLIBC_2.2.5
      2    0.2%    0.0%  fflush@@GLIBC_2.2.5
      2    0.2%    0.0%  __sysconf@@GLIBC_2.2.5
      2    0.2%    0.0%  __pthread_once@GLIBC_2.2.5
      2    0.2%    0.0%  __close_nocancel@@GLIBC_PRIVATE
      2    0.2%    0.0%  __clock_gettime@@GLIBC_PRIVATE
      2    0.2%    0.0%  _IO_sputbackc@@GLIBC_2.2.5
      2    0.2%    0.0%  _IO_setb@@GLIBC_2.2.5
      2    0.2%    0.0%  _IO_file_underflow@@GLIBC_2.2.5
      1    0.1%    0.0%  std::ostream::put(char)@@GLIBCXX_3.4
      1    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      1    0.1%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const@@GLIBCXX_3.4.18
      1    0.1%    0.0%  std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*)@@GLIBCXX_3.4.15
      1    0.1%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      1    0.1%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.1%    0.0%  operator delete(void*)@@GLIBCXX_3.4
      1    0.1%    0.0%  __vsnprintf@@GLIBC_2.2.5
      1    0.1%    0.0%  __pthread_getspecific@GLIBC_2.2.5
      1    0.1%    0.0%  __fmod_finite@GLIBC_2.15
      1    0.1%    0.0%  __errno_location@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_getline_info@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_file_seekoff@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_do_write@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_default_xsputn@@GLIBC_2.2.5

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   6100   73.2%  /usr/local/bin/node
   3905   64.0%    /usr/local/bin/node
    776   19.9%      Function: ^compileFunction node:vm:308:25
    705   90.9%        Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    704   99.9%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
    692   98.3%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     12    1.7%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
     65    8.4%        LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     65  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     65  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
    219    5.6%      Function: ^handleWriteReq node:internal/stream_base_commons:45:24
    219  100.0%        Function: ^writeGeneric node:internal/stream_base_commons:147:22
    219  100.0%          Function: ^Socket._writeGeneric node:net:791:42
    219  100.0%            Function: ^Socket._write node:net:828:35
    141    3.6%      Function: ^cpus node:os:133:14
    139   98.6%        Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
     79   56.8%          LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     79  100.0%            Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     60   43.2%          Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     58   96.7%            Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      2    3.3%            LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      2    1.4%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
      2  100.0%          Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
    106    2.7%      /usr/local/bin/node
      8    7.5%        Function: ^asString /home/rdonaire/Desktop/backend/node_modules/date-format/lib/index.js:29:18
      8  100.0%          Function: ^timestampLevelAndCategory /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:42:35
      8  100.0%            Function: ^colouredLayout /home/rdonaire/Desktop/backend/node_modules/log4js/lib/layouts.js:71:24
      5    4.7%        Function: ^header /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:777:29
      4   80.0%          Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      4  100.0%            Function: ^done /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:1033:27
      1   20.0%          Function: ^contentType /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:619:32
      1  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      5    4.7%        Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:222:19
      5  100.0%          /usr/local/bin/node
      5  100.0%            Function: ^make /home/rdonaire/Desktop/backend/node_modules/minimatch/minimatch.js:188:8
      4    3.8%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      2   50.0%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   50.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1   50.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2   50.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      2  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3    2.8%        LazyCompile: *quotedString /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      3  100.0%          Function: ^pushSource /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      3  100.0%            Function: ^append /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      3    2.8%        Function: ^stat node:internal/modules/cjs/loader:151:14
      2   66.7%          Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   33.3%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      3    2.8%        Function: ^removeColors node:internal/util:76:22
      3  100.0%          Function: ^isBelowBreakLength node:internal/util/inspect:1878:28
      3  100.0%            Function: ^reduceToSingleString node:internal/util/inspect:1902:30
      3    2.8%        Function: ^readPackage node:internal/modules/cjs/loader:290:21
      3  100.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      2   66.7%            Function: ^trySelf node:internal/modules/cjs/loader:441:17
      1   33.3%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      3    2.8%        Function: ^FastBuffer node:internal/buffer:958:14
      3  100.0%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      2   66.7%            Function: ^allocate node:buffer:398:18
      1   33.3%            Function: ^createPool node:buffer:151:20
      2    1.9%        LazyCompile: ~match /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:110:39
      1   50.0%          LazyCompile: ~matchLayer /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:583:20
      1  100.0%            LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:177:16
      1   50.0%          Function: ^matchLayer /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:583:20
      1  100.0%            Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:177:16
      2    1.9%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/socket.io/dist/index.js:262:27
      2  100.0%          Function: ^emit node:events:475:44
      2  100.0%            LazyCompile: ~parserOnIncoming node:_http_server:857:26
      2    1.9%        LazyCompile: *next /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      2  100.0%          LazyCompile: *parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      2  100.0%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      2    1.9%        Function: ^finish /home/rdonaire/Desktop/backend/node_modules/glob/common.js:122:17
      2  100.0%          Function: ^Glob._finish /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:185:35
      2  100.0%            Function: ^done /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:171:17
      2    1.9%        Function: ^Module node:internal/modules/cjs/loader:172:16
      2  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
     71    1.8%      Function: ^writevGeneric node:internal/stream_base_commons:122:23
     69   97.2%        Function: ^Socket._writeGeneric node:net:791:42
     69  100.0%          Function: ^Socket._writev node:net:823:36
     69  100.0%            Function: ^doWrite node:internal/streams/writable:398:17
      2    2.8%        LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      2  100.0%          Function: ^Writable.uncork node:internal/streams/writable:341:37
      2  100.0%            Function: ^connectionCorkNT node:_http_outgoing:796:26
     66    1.7%      Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     54   81.8%        Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      7   13.0%          Function: ~<anonymous> node:crypto:1:1
      7  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    7.4%          Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      4  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    7.4%          Function: ~<anonymous> node:http:1:1
      4  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.6%          Function: ~<anonymous> node:tls:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.6%          Function: ~<anonymous> node:internal/process/esm_loader:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.6%          Function: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    5.6%          Function: ~<anonymous> node:_http_client:1:1
      3  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.7%          Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.7%          Function: ~<anonymous> node:internal/modules/esm/get_format:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.7%          Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    3.7%          Function: ~<anonymous> node:child_process:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      1  100.0%            LazyCompile: ~get node:crypto:287:8
      1    1.9%          LazyCompile: ~lazyLoadStreams node:fs:2858:25
      1  100.0%            LazyCompile: ~get ReadStream node:fs:3001:17
      1    1.9%          LazyCompile: ~get BlockList node:net:1826:16
      1  100.0%            Function: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      1    1.9%          Function: ~<anonymous> node:tty:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:net:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/modules/esm/module_map:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/cluster/primary:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:internal/child_process:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:dns:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:dgram:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:cluster:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:assert:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:_tls_wrap:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:_tls_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:_http_outgoing:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.9%          Function: ~<anonymous> node:_http_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     12   18.2%        Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
     12  100.0%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
     12  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     62    1.6%      Function: ^readdir node:fs:1368:17
     29   46.8%        LazyCompile: *Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
     29  100.0%          Function: ^Glob._readdirInGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:492:46
     15   51.7%            LazyCompile: *Glob._processReaddir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:368:43
     14   48.3%            LazyCompile: *Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
     25   40.3%        Function: ^Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
     23   92.0%          Function: ^Glob._readdirInGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:492:46
     23  100.0%            Function: ^Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
      1    4.0%          LazyCompile: ~Glob._readdirInGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:492:46
      1  100.0%            Function: ^Glob._readdir /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:525:36
      1    4.0%          Function: ^Glob._processGlobStar /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:623:44
      1  100.0%            Function: ^Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      8   12.9%        LazyCompile: *Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      8  100.0%          Function: ^Glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:117:15
      8  100.0%            Function: ^glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:62:15
     57    1.5%      LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     52   91.2%        LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     48   92.3%          LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
     45   93.8%            LazyCompile: *SourceNode_walk /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:221:53
      3    6.3%            Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      4    7.7%          Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      4  100.0%            /usr/local/bin/node
      5    8.8%        Function: ^SourceNode_toString /home/rdonaire/Desktop/backend/node_modules/source-map/lib/source-node.js:318:61
      5  100.0%          /usr/local/bin/node
      3   60.0%            Function: ^createFunctionContext /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:216:56
      2   40.0%            LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     53    1.4%      Function: ^readFileAfterOpen node:fs:310:27
     49    1.3%      Function: ^read node:internal/fs/read_file_context:85:7
     49  100.0%        Function: ^readFileAfterStat node:fs:326:27
     49    1.3%      Function: ^close node:internal/fs/read_file_context:111:8
     49  100.0%        Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27
     45    1.2%      Function: ^readFile node:fs:373:18
     45  100.0%        Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
     45  100.0%          Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
     45  100.0%            Function: ^<anonymous> node:internal/util:346:24
     43    1.1%      Function: ^stat node:fs:1467:14
     43  100.0%        Function: ^sendFile /home/rdonaire/Desktop/backend/node_modules/send/index.js:712:51
     43  100.0%          Function: ^pipe /home/rdonaire/Desktop/backend/node_modules/send/index.js:506:43
     43  100.0%            Function: ^serveStatic /home/rdonaire/Desktop/backend/node_modules/serve-static/index.js:72:31
     43    1.1%      Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
     31   72.1%        LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     31  100.0%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     31  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
     12   27.9%        Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
     11   91.7%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
     11  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
      1    8.3%          LazyCompile: ~next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      1  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45
    182    3.0%    LazyCompile: *compileFunction node:vm:308:25
    182  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
    182  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
    173   95.1%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
    150   86.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     23   13.3%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      9    4.9%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      9  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    366    4.4%  pthread_cond_signal@@GLIBC_2.3.2
    106   29.0%    LazyCompile: *readFile node:fs:373:18
     81   76.4%      LazyCompile: *readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
     81  100.0%        LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
     81  100.0%          LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
     81  100.0%            LazyCompile: *__awaiter /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:18:54
     25   23.6%      Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
     25  100.0%        Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
     22   88.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
     22  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      3   12.0%          LazyCompile: *<anonymous> node:internal/util:346:24
      3  100.0%            /usr/local/bin/node
     89   24.3%    LazyCompile: *close node:internal/fs/read_file_context:111:8
     89  100.0%      Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27
     67   18.3%    LazyCompile: *readFileAfterOpen node:fs:310:27
     42   11.5%    LazyCompile: *readFileAfterStat node:fs:326:27
     19    5.2%    LazyCompile: *read node:internal/fs/read_file_context:85:7
     19  100.0%      Function: ^readFileAfterStat node:fs:326:27
     16    4.4%    LazyCompile: *readFileAfterRead node:internal/fs/read_file_context:25:27

    291    3.5%  __write@@GLIBC_2.2.5
    230   79.0%    /usr/local/bin/node
     10    4.3%      /usr/local/bin/node
      1   10.0%        LazyCompile: ~stringToPath /home/rdonaire/Desktop/backend/node_modules/get-intrinsic/index.js:210:41
      1  100.0%          LazyCompile: ~GetIntrinsic /home/rdonaire/Desktop/backend/node_modules/get-intrinsic/index.js:253:39
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/call-bind/index.js:1:1
      1   10.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/fr_BE/address/index.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/fr_BE/address/index.js:1:1
      1  100.0%            LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1   10.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ar/address/index.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ar/address/index.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1   10.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/knex/lib/schema/builder.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1   10.0%        Function: ^set /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:359:23
      1  100.0%          Function: ^app.<computed> /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:490:25
      1  100.0%            Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/application.js:165:29
      1   10.0%        Function: ^next /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      1  100.0%          LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      1  100.0%            LazyCompile: ~lex /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      1   10.0%        Function: ^cpus node:os:133:14
      1  100.0%          Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
      1  100.0%            LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
